Title,Company,City,State,Description,Skills,Experience,Job URL,skill_count,job_level,desc_length,Experience_log
Full Stack Developer/ Senior Data Engineer,Peoplebank,Canberra,ACT,"Design, develop .Net integrations, APIs, databases, and applications
Minimum 5 years' experience in IT, proficiency in .NET, SQL, AWS
Problem-solving skills, Agile delivery, Australian citizenship required.","AWS, Agile, SQL",5.0,https://au.jora.com/job/Full-Stack-Developer-f7d681e193aa71777437511940e64f2a,3,senior,208,1.791759469228055
Senior Backend Node Engineer - Platform Group,Swyftx,Milton,QLD,"Develop clean, scalable code using Node & TypeScript
Collaborate with team on technological approaches and solutions
Mentor junior engineers, stay updated on tech standards & trends","Scala, TypeScript",5.0,https://au.jora.com/job/Senior-Backend-Node-bc4f5b55b665780c5fb4616d35b00702,2,senior,183,1.791759469228055
"Backend Engineer, Java - Trading Signal",Binance,Melbourne,VIC,"Design and develop Java Spring microservice applications
Collaborate with cross-functional teams and stakeholders for system architecture
Mentor junior team members, ensure high concurrency system delivery","Java, Spring",5.0,https://au.jora.com/job/Backend-Engineer-Java-83117930ca7054f3b953edb1f1a6473d,2,unknown,207,1.791759469228055
Technical Lead,Simplified,Sydney CBD,NSW,"Lead high-performing team in delivering exceptional results
Deep TypeScript, AWS CDK, and Python experience required
Drive technical excellence, solve complex problems, and collaborate effectively","AWS, Excel, Python, TypeScript",5.0,https://au.jora.com/job/Technical-Lead-b4fd25248033f880bb43b9a345d8d3eb,4,senior,198,1.791759469228055
Java Back End Engineer,Randstad,Surfers Paradise,QLD,"Design, develop, and maintain robust backend systems
Collaborate with cross-functional teams on digital projects
7+ years backend dev exp in financial services, Java expertise","Git, Java",7.0,https://au.jora.com/job/Java-Back-End-91994fdf165d54ea8cfdc7f96172cfcc,2,unknown,177,2.0794415416798357
Senior Backend Developer,Just Wright,Melbourne,VIC,"6-10+ years experience with Unreal Engine and backend C++
Expertise in Live Link, Composure, Widget creation, UI development
Certifications in Game Development and Virtual Production highly valued",C++,10.0,https://au.jora.com/job/Backend-Developer-381acb4df61d619e48532b69f24bba30,1,senior,198,2.3978952727983707
Senior Backend Developer,Reo Group,Australia,,"Design and implement features, integrations, and microservices for Magento
Mentor junior developers, uphold coding standards, collaborate
Extensive experience with Magento, PHP, APIs, and cloud services required","Magento, Microservices, PHP",5.0,https://au.jora.com/job/Backend-Developer-179ac0ab1bc941595a9bd5a2695f938e,3,senior,213,1.791759469228055
.NET Software Engineer (Backend),LEAP,Sydney CBD,NSW,"Support and maintain backend development for client's subscription platform
Collaborate with local staff and developers to enhance backend applications
Minimum 2 years experience in .NET framework and web development",,2.0,https://au.jora.com/job/Net-Software-Engineer-8a1678669ec63166850c9bb00a247cf7,0,unknown,218,1.0986122886681098
Senior Backend Engineer,Sonder,Sydney,NSW,"7-8+ years backend development experience in Java, Kotlin, Spring Boot
Expertise in AWS services, microservices architecture, RESTful and GraphQL APIs
Lead CI/CD pipeline implementation, mentor junior engineers, agile environment","AWS, Agile, CI/CD, GraphQL, Java, Microservices, Spring",8.0,https://au.jora.com/job/Backend-Engineer-2cdf490b835b7001da367758b41888d8,7,senior,231,2.1972245773362196
Senior Backend Developer (Node.js / TypeScript),Peoplebank,Sydney CBD,NSW,"Design and scale back-end microservices in Node.js/TypeScript
Collaborate with product, compliance, and AI teams for safety platforms
5+ years backend engineering experience, modern DevOps exposure required","DevOps, Microservices, Node.js, TypeScript",5.0,https://au.jora.com/job/Backend-Developer-7d5b596c5cc3c2c5c75d3b3eb9a619f6,4,senior,208,1.791759469228055
Senior Backend Engineer (Java),Binance,Melbourne,VIC,"Design and develop microservices using Java Spring Boot
Optimize data storage systems and handle big data technologies
7+ years Java experience, proficiency in Netty and WebSocket","Java, Microservices, Spring",7.0,https://au.jora.com/job/Senior-Backend-Engineer-8c2b0b3cc909b13d3d61d334d012a4e1,3,senior,181,2.0794415416798357
Java Backend Developer with API,XPT Software,Sydney,NSW,"Experience in Java backend development with API integration
Work with top clients in various domains across Australia
Part of a global company with presence in India and Europe",Java,5.0,https://au.jora.com/job/Java-Backend-Developer-94a863d8dd3e4075bfef81d93459a60b,1,unknown,178,1.791759469228055
Web Developer Intern,Corporate Web Solutions,Wollongong,NSW,"Assist in building and redesigning mobile-friendly websites
Collaborate with design and development teams for optimized websites
Hands-on experience in web development with mentorship and flexibility",SSIS,5.0,https://au.jora.com/job/Web-Developer-0efc391e9e599fbc1a1013a80bedf33e,1,unknown,201,1.791759469228055
Senior Software Engineer (Backend),Zip Co,Melbourne,VIC,"Expertise in .Net Core, Entity Framework Core, C#, and databases
Develop scalable microservices, APIs, and work with cloud technologies
Collaborate with cross-functional teams, coach junior members, and innovate","C#, Microservices, Scala",5.0,https://au.jora.com/job/Senior-Software-Engineer-bd0100504e9293b34817c963bd83199b,3,senior,213,1.791759469228055
Senior Software Engineer,Deputy,Sydney,NSW,"Lead technical solutions for high-performance applications and systems
Mentor and guide junior engineers, fostering continuous improvement environment
Expertise in API design, service-oriented architecture, and modern tools",,5.0,https://au.jora.com/job/Software-Engineer-2da9cfb50ffebd15647a921bb7fb92a7,0,senior,225,1.791759469228055
Senior Software Engineer (Frontend),Prezzee,Sydney,NSW,"Work on global digital gifting platform with cutting-edge technologies
Mentor junior developers, contribute to strategic ambitions, and innovate
Benefits include incentives, referral program, and schedule flexibility.",Git,5.0,https://au.jora.com/job/Senior-Software-Engineer-62ff263d5c5c90ffafdd10a24e9b1bda,1,senior,219,1.791759469228055
Senior Backend Developer,Bet Technology,Sydney CBD,NSW,"Develop scalable microservices for racing and sports betting platforms
Proficient in C#,.NET, SQL, REST API, event-driven architecture
Experience with TDD, agile environment, Azure cloud services","Agile, Azure, C#, Microservices, Rest API, SQL, Scala",5.0,https://au.jora.com/job/Backend-Developer-9f8e528285778f81bea061a56b3a40f6,7,senior,197,1.791759469228055
"Graduate Backend Software Engineer, Live Streaming Backend - 2025 Start",TikTok,Sydney,NSW,"Design, develop, and maintain global-scale live streaming platform
Architect and operate critical and scalable services for video delivery
Bachelor's in Computer Science or related field, programming experience required",Scala,5.0,https://au.jora.com/job/Graduate-Backend-Software-d51ddf15a2158e1f4ec602f746b2a908,1,entry,221,1.791759469228055
Backend Engineer - TikTok LIVE Revenue Growth (Sydney),TikTok,Sydney,NSW,"Design and develop scalable, distributed infrastructure for live streaming
Lead technical projects, contribute to engineering strategy and processes
Bachelor's in Computer Science, experience in Go, Python, Java","Go, Java, Python, Scala",5.0,https://au.jora.com/job/Backend-Engineer-115dc67aa5dec56c0291dd4bb84df56c,4,unknown,213,1.791759469228055
Backend Developer (.NET Core),Altitude Recruitment,Richmond,VIC,"Develop performant sports trading software in C# and .NET Core
Implement clean code principles and TDD in enterprise systems
Experience with Git, RabbitMQ, PostgreSQL, Kubernetes, Docker preferred","C#, Git, PostgreSQL, SQL",5.0,https://au.jora.com/job/Backend-Developer-NET-fb363ee5083e84fc7f8d303e95854586,4,unknown,198,1.791759469228055
Senior Software Engineer - .NET / Next.Js,CommBank,Eveleigh,NSW,"Specialize in full stack engineering with focus on Next.js
Design and develop innovative technology solutions for banking sector
Collaborate with high-performing team to build and deploy solutions",Next.js,5.0,https://au.jora.com/job/Senior-Software-Engineer-40f285847c0ff8b4726261bd04a6eda1,1,senior,198,1.791759469228055
Senior Front-end Developer,Mane Consulting,Melbourne,VIC,"Develop and maintain front-end applications using React, Vue.js, Angular
Collaborate for high-quality software solutions with teams
Front-end tech expertise; familiarity with agile methods.","Agile, Angular, React, Vue.js",5.0,https://au.jora.com/job/Senior-Front-end-5bc05cc96f558d7f1464da97fdbb12d1,4,senior,191,1.791759469228055
Senior Backend Software Engineer,Megaport,Brisbane,QLD,"Expertise in billing system modernization and dynamic configurations
Design and maintain RESTful APIs for seamless customer integration
Lead quality management, mentor junior engineers, and promote best practices",,5.0,https://au.jora.com/job/Senior-Backend-Software-2483ce9116e0371ef631e4481f84bc8a,0,senior,214,1.791759469228055
"Senior Frontend Engineer, Procurement Suite (Relocation to Melbourne)",Airwallex,Sydney,NSW,"Design and implement user-friendly web interfaces with React, TypeScript
Collaborate with product managers to define product roadmap and priorities
Bachelor's degree in computer science, strong frontend technology mastery","React, TypeScript",5.0,https://au.jora.com/job/Senior-Frontend-Engineer-9fcaaa88cbd0c504e40bcd0d802206d9,2,senior,223,1.791759469228055
Backend Software Engineer - Product Quality (Remote across ANZ),Canva,Sydney,NSW,"Design, prototype, and implement systems for feature management
Collaborate with teams to integrate new services smoothly
Lead reviews to improve overall quality of Canva over time",,5.0,https://au.jora.com/job/Backend-Software-Engineer-39001d8e28e39d92635339c7c28b6dba,0,unknown,182,1.791759469228055
Senior Backend Engineer,Spaceship,Sydney,NSW,"Developing backend platform and features for investment products
Solving unique business problems like stock prices and fraud prevention
8+ years backend software engineering experience, proficient in technologies",,8.0,https://au.jora.com/job/Backend-Engineer-95d488d39468349ca380339b31bb435c,0,senior,215,2.1972245773362196
"Senior Backend Engineer (Java) - Content Growth, Global Content & Discovery (open to remote across ANZ)",Canva,Sydney,NSW,"Design, build, and maintain scalable backend services for content ecosystem
Collaborate with cross-functional teams to define new product features
Lead design discussions, mentor engineers, and drive data-driven development",Scala,5.0,https://au.jora.com/job/Senior-Backend-Engineer-8423a3eb290024c0e5d7eefa070337c1,1,senior,225,1.791759469228055
Senior Angular/Node Dev Development Expert,Hitech Asia Pacific,Victoria,,"Lead software development projects and provide team leadership
Analyze technical requirements, ensure compliance, and develop staff capability
Engage with agencies, monitor emerging technologies, and apply software methods",,5.0,https://au.jora.com/job/Senior-Angular-Node-cc292619e7b7f3d30388645cbb1052f4,0,senior,224,1.791759469228055
Full Stack Developer - Agile,DXC Technology,Sydney CBD,NSW,"Develop web applications using ReactJS and TypeScript
Build back-end services with .NET Core C#, Entity Framework
Deploy applications on Azure, manage databases, and CI/CD pipelines","Azure, C#, CI/CD, React, TypeScript",5.0,https://au.jora.com/job/Full-Stack-Developer-f88507c90359b5d8113da29a96f6b0c6,5,unknown,183,1.791759469228055
SaaS Developer,Preston Building,Coolangatta,QLD,"Develop, test, troubleshoot SaaS applications with clean code
Collaborate with product manager, contribute to platform architecture
2+ years SaaS development experience, strong programming skills required",,2.0,https://au.jora.com/job/Developer-2055db1c981b722ca7ab44ef541c3e1a,0,unknown,206,1.0986122886681098
Senior Fullstack Engineer - Editing Experience,Canva,Adelaide,SA,"Develop and deploy solutions for seamless editing experiences worldwide
Strong background in JavaScript, TypeScript, React, and MobX
Passion for performance debugging, problem-solving, and effective communication","Java, JavaScript, React, TypeScript",5.0,https://au.jora.com/job/Senior-Fullstack-Engineer-184f906eb4c1e5b9079a972a533b8c71,4,senior,214,1.791759469228055
Technical Lead - Software Development,West Recruitment,New South,Wales,"Lead technical projects with a team of 10 professionals
Expertise in NodeJS, Lambda, and back-end development required
Collaborative, excellent communicator with full Australian working rights",Excel,5.0,https://au.jora.com/job/Technical-Lead-1c58952c4210c608afcf7bf47e9ed25e,1,senior,194,1.791759469228055
Software Engineer,Immutable,Australia,,"Contribute to building Web3 gaming platform with modern tech stack
Collaborate with stakeholders, founders, and diverse team members
Empowered to deliver features, focus on front-end components, and iterate",,5.0,https://au.jora.com/job/Software-Engineer-1694c54fc52a45e10d76d8bb226de1e2,0,unknown,208,1.791759469228055
Senior Software Engineer,PRA,Melbourne,VIC,"Senior role in Java & Springboot with AWS or Azure
Hands-on development, mentoring, and enhancing internal standards
Opportunity for career growth to Squad Lead or Architecture roles","AWS, Azure, Java, Spring",5.0,https://au.jora.com/job/Software-Engineer-c6e3718d8abd69774b4ac93575e354e8,4,senior,184,1.791759469228055
