Title,Company,City,State,Description,Skills,Experience,Job URL
EY 2025/26 Vacationer Information Security Program,GradConnection,Canberra,ACT,"Opportunity to develop technical and leadership skills
Eligibility criteria for penultimate year students in Australia/NZ
Rigorous recruitment process including online assessments and interviews",Go,0,https://au.jora.com/job/EY-2025-26-21ac377d58fccff7340318b24eb9cbd7
Security Engineer Internship,Canva,Sydney,NSW,"12-week internship program with real-life projects
Collaborate with Security Engineers on software development and testing
Proficiency in modern programming languages like Golang, Python, Java","Go, Java, Python",0,https://au.jora.com/job/Security-Engineer-6ebe9a3b31aab1aca63523e41e903f1e
EY 2025/26 Vacationer Design Computing Program,EY,Adelaide,SA,"Opportunity to develop skills in Design Computing background
Eligibility for penultimate year students in Australia or New Zealand
Thorough recruitment process with online application and assessment",,0,https://au.jora.com/job/EY-2025-26-ee65bb22aa9e063d0c00a6b95d925a52
Korn Ferry's Consulting 2025 Internship Program,Korn Ferry Executive Search - US,Sydney,NSW,"Interns work on client projects with industry experts
Opportunity for networking locally and internationally with peers
Eligible students must have 4.0 GPA and work authorization in Australia",Networking,0,https://au.jora.com/job/Korn-Ferry-s-7f9a870921eba712e7fe1abb01aa7e42
Marketing Assistant Internship,Study and Work,Sydney,NSW,"Support marketing team in executing campaigns and activities
Gain hands-on experience in various marketing functions
Internship open to Marketing/Communications students or recent graduates",,0,https://au.jora.com/job/Marketing-Assistant-Internship-1ed378b4e841f4c56d4cc151546f06c0
Engineering,CrowdStrike,Sydney,NSW,"Develop cloud-based services using Golang for security intelligence platform
Contribute to internal tools and tests for cloud engineering team
Participate in 6-12 months intensive engineering training program",Go,0,https://au.jora.com/job/Engineering-ade3325b235b3f68c9742fd5b80fa4cf
Operations Analyst Internship: November 2025,Susquehanna International Group,Sydney,NSW,"Interns rotate across trading desks and business areas
Strong interest in math, technology, and financial industry required
Advanced knowledge of Microsoft Office, VBA or SQL preferred","SQL, VBA",0,https://au.jora.com/job/Operations-Analyst-3e96fac2f8a41f39cc86eaacb1c4232a
Marketing Assistant / Coordinator,Studyandwork,Sydney,NSW,"Support digital marketing campaigns with performance analysis
Assist in coordinating content across social media and marketing websites
Gain hands-on experience in real company with structured training","Git, SSIS",0,https://au.jora.com/job/Marketing-Coordinator-0c590589dc480ecbe80a3bf85103090d
Civil / Structural / Design,Studyandwork,Sydney,NSW,"Develop and maintain cross-platform mobile applications using Flutter and Dart
Collaborate with product managers, designers, and backend engineers
Proven experience in Flutter & Dart development, RESTful APIs integration",,0,https://au.jora.com/job/Civil-Structural-Design-3d76e7e9bf4a88674c563db0d9775487
Security Engineer Internship 2025/26 - ANZ,Canva,Sydney,NSW,"Collaborate with Security Engineers on intern project development
Learn and work on security controls in cloud infrastructure
Proficiency in modern programming languages like Golang, Python, Java","Go, Java, Python",0,https://au.jora.com/job/Security-Engineer-1f517a683517325486442c1c06a762ad
Virtual Internship - What is it like to work at YouTube?,Readygrad,Sydney,NSW,"Interactive online work experience in Chartered Accountancy
Gain insight into duties and skills of accounting professionals
Discover day-to-day tasks and roles in finance industry",,0,https://au.jora.com/job/Virtual-Internship-What-a53966c7637b3a1d44493cf171328e31
Oracle Aconex - Summer Intern (Software Engineer),Oracle,Melbourne,VIC,"Assist in design, development, and testing of cloud-based applications
Collaborate with senior developers and product managers for practical solutions
Hands-on experience with leading SaaS application and advanced technologies",SSIS,0,https://au.jora.com/job/Software-Engineer-5ea26dbfeae8f43e10dcf9732915f393
Marketing Internship,Study and Work,Melbourne,VIC,"Support social media content creation and scheduling
Conduct market research and analyze campaign performance metrics
Collaborate on marketing campaigns; gain practical marketing experience",,0,https://au.jora.com/job/Marketing-Internship-6d3b8ef0d44a8bb858a78b03e2f893b0
2026 KPMG Vacationer/Intern Program – Engineering (Rolling Intake),Atlassian,Sydney,NSW,"Contribute to large-scale infrastructure projects with cross-functional teams
Real-world experience for second last year students in 2025
Opportunity to transition to graduate program after vacation period",,0,https://au.jora.com/job/2026-KPMG-Vacationer-82df5cd361b479460ba2a14804d6c559
Customer Service Intern,CommScope,Sydney,NSW,"Collaborate with customers and sales on CCS Enterprise projects
Actively pursuing bachelor's or master's degree with minimum GPA
Strong leadership, communication, and problem-solving skills required",,0,https://au.jora.com/job/Customer-Service-Intern-16a0127afb1ee501e2387280fa619998
"Site Reliability Engineering Summer Internship 2025/2026, Australia and New Zealand",Corrs Chambers Westgarth,Sydney,NSW,"Internship for penultimate year university students in Australia/NZ
Work on production systems, investigate failures, and gain technical knowledge
Programming experience in Python, Java, Linux, AWS preferred","AWS, Java, Linux, Python",0,https://au.jora.com/job/Site-Reliability-Engineering-616bb213e13e2347befde73db1f820e1
"Engineering Graduate (SRE) (Remote, AUS)",CrowdStrike,Australia,,"Develop cloud-based services using Golang for security intelligence platform
Contribute to internal tools and tests for cloud engineering team
Participate in intensive 6-12 months engineering training program remotely",Go,0,https://au.jora.com/job/Engineering-Graduate-SRE-7d6767f897b2c25baee34838922b8879
Sales - Opportunity Development Intern,Equinix,Mascot,NSW,"Engage in lead generation and pipeline growth activities
Collaborate with marketing for regional events support
Record and document all interactions in Salesforce Portal",Salesforce,0,https://au.jora.com/job/Sales-Opportunity-Development-49d1d0c3f7f0862a1b16b0b04d716d73
IT - Other,Studyandwork,Sydney,NSW,"Relevant degree or recent graduate with strong communication skills
Work at least 3 days per week in Sydney location
Gain experience in ledger entry, payroll, and accounts reconciliation",,0,https://au.jora.com/job/IT-Other-d08f4b88101bcee658a8e16eced91e9d
Marketing Intern,Appentency Recruitment Services,Melbourne,VIC,"Assist in planning and conducting webinar sessions with professionals
MBA (Marketing) student with leadership qualities and good communication skills
Remote unpaid internship, focusing on marketing basics and strategy","Go, SSIS",0,https://au.jora.com/job/Marketing-Intern-d7c00b1c14bb4a22a0245b213ee2b792
Client Service Intern [Winter internship],Guidepoint,Sydney,NSW,"Assist Project Managers with tasks and projects
Recruit industry experts, conduct industry research, update CRM database
Currently pursuing Bachelor's degree, fluent in English, proactive learner",SSIS,0,https://au.jora.com/job/Client-Service-Intern-0a22b4d678ed635945579bdb999c785d
Site Reliability Engineer Intern,Atlassian,Sydney,NSW,"Internship program for penultimate year university students
Work on production systems serving millions of customers worldwide
Programming experience in Python, Java, Linux, AWS preferred","AWS, Java, Linux, Python",0,https://au.jora.com/job/Site-Reliability-Engineer-0f465d9463e084ed1796ccf041b21644
"Associate Product Manager (Computer Science) Summer Internship 2025/2026, Australia and New Zealand",Susquehanna International Group,Sydney,NSW,"Contribute to product development and customer experience improvement projects
Communicate effectively, analyze market dynamics, and engage with customers
Open to penultimate year university students in Australia or New Zealand",,0,https://au.jora.com/job/Product-Manager-114672108bc9514c8499cefa46c78c3c
12 Month Placements,targetjobs UK,Sydney,NSW,"Gain hands-on experience working on real projects for clients
Receive mentorship and support from team buddy throughout placement
Opportunity for fast-track to a graduate offer post-placement",,0,https://au.jora.com/job/12-Month-Placements-8bf7610d2fc5a75566b0ae9a1d03df51
Accounting/Finance Intern,Study and Work,Sydney,NSW,"Utilize analytical skills for financial statements and accounting tasks
Collaborate in a team, with strong communication and attention to detail
Currently pursuing or completed degree in Accounting/Finance or related field",,0,https://au.jora.com/job/Finance-Intern-230437230b0205c10d1103cb31c04640
Business Analyst Intern,Study and Work,Victoria,,"Support BAs in documenting processes and requirements
Collaborate on process mapping and workflow improvement
Gain hands-on experience in business analysis and digital transformation",Git,0,https://au.jora.com/job/Business-Analyst-59115903ad10984f82a6a4dda8db8b54
Digital Marketing (Fashion and Retail Industry),Study and Work,Melbourne,VIC,"Develop marketing strategies through communication and research
Required skills include Adobe Suite, Canva, SEO/SEM, and market research
Internship in Melbourne, VIC for Marketing, Retail, and Fashion",,0,https://au.jora.com/job/Digital-Marketing-Fashion-ef1d3a8752c4e6bb367f7f28a205d612
Intern - Asset Engineering,Senex Energy,Brisbane,QLD,"Support Asset Engineering Team with technical field operations
Gain hands-on experience in Surat Basin for up to 4 weeks
Seeking Engineering students with focus on Electrical or Mechatronics",,0,https://au.jora.com/job/Intern-Asset-Engineering-fc4a6454aa72f49d5cf5e0dd502f1744
Quality assurance,Rhombus AI,Sydney,NSW,"Testing platform for quality and performance
Collaborating with developers and product teams to resolve issues
Opportunity for career growth with innovative AI technology",,0,https://au.jora.com/job/Quality-assurance-cb69b3509a6daf77db9153534e7d901c
2026 KPMG Vacationer/Intern Program – Business and Consulting (Rolling Intake),Atlassian,Sydney,NSW,"Solve organizational challenges with cross-functional team
Real-world experience for second last year students in 2025
Opportunity to transition to graduate program after vacation period",,0,https://au.jora.com/job/2026-KPMG-Vacationer-ea19f34a060bb2d32c6d352abd68090c
Internship - Electrical Engineer,oilandgasjobsearch.com,Perth,WA,"Gain hands-on experience on diverse infrastructure projects
Guided by expert professionals to develop technical expertise
Eligible candidates in penultimate year of bachelor's degree required",,0,https://au.jora.com/job/Electrical-Engineer-06c0a882093a6a96d817af5f7e27efa6
